_id,segment_id,date,weekday,LOS,s_node_id,e_node_id,length,street_id,street_level,street_type,long_node,lat_node,time_x,month,temperature_2m,relative_humidity_2m,apparent_temperature,rain,weather_code,cloud_cover,season
713,2839,8/3/2020,0,D,5802993758,5802993759,5,32577683,2,primary,106.6695494,10.7567165,0:00,8,25.5,93,29.9,0.4,51,31,rain
715,2840,8/3/2020,0,C,4629703848,4629359728,16,32577684,3,secondary,106.6670725,10.7675961,0:00,8,25.5,93,29.9,0.4,51,31,rain
718,2841,8/3/2020,0,C,4629359728,366473501,25,32577684,3,secondary,106.6671026,10.7674468,0:00,8,25.5,93,29.9,0.4,51,31,rain
720,2842,8/3/2020,0,D,366473501,366475341,31,32577684,3,secondary,106.667154,10.7672207,0:00,8,25.5,93,29.9,0.4,51,31,rain
722,2843,8/3/2020,0,C,366475341,2841256319,35,32577684,3,secondary,106.6672171,10.766943,0:00,8,25.5,93,29.9,0.4,51,31,rain
726,2844,8/3/2020,0,D,2841256319,366405533,34,32577684,3,secondary,106.6672875,10.7666335,0:00,8,25.5,93,29.9,0.4,51,31,rain
728,2845,8/3/2020,0,C,366405533,2841256321,34,32577684,3,secondary,106.6673567,10.7663292,0:00,8,25.5,93,29.9,0.4,51,31,rain
730,2846,8/3/2020,0,C,2841256321,366463743,40,32577684,3,secondary,106.6674265,10.7660222,0:00,8,25.5,93,29.9,0.4,51,31,rain
733,2847,8/3/2020,0,D,366463743,5057827203,52,32577684,3,secondary,106.6675073,10.7656669,0:00,8,25.5,93,29.9,0.4,51,31,rain
736,2848,8/3/2020,0,C,5057827203,2934006870,56,32577684,3,secondary,106.6676089,10.7652068,0:00,8,25.5,93,29.9,0.4,51,31,rain
740,2849,8/3/2020,0,C,2934006870,5057828137,48,32577684,3,secondary,106.6677253,10.764708,0:00,8,25.5,93,29.9,0.4,51,31,rain
742,2850,8/3/2020,0,D,5057828137,5817378547,29,32577684,3,secondary,106.6678225,10.7642807,0:00,8,25.5,93,29.9,0.4,51,31,rain
746,2851,8/3/2020,0,E,5817378547,5780574569,29,32577684,3,secondary,106.6678745,10.7640236,0:00,8,25.5,93,29.9,0.4,51,31,rain
748,2852,8/3/2020,0,E,5780574569,3150110708,24,32577684,3,secondary,106.6679394,10.7637681,0:00,8,25.5,93,29.9,0.4,51,31,rain
751,2853,8/3/2020,0,C,3150110708,4623078287,57,32577684,3,secondary,106.6679882,10.7635516,0:00,8,25.5,93,29.9,0.4,51,31,rain
754,2854,8/3/2020,0,C,4623078287,5050082271,73,32577684,3,secondary,106.6681022,10.763045,0:00,8,25.5,93,29.9,0.4,51,31,rain
756,2855,8/3/2020,0,D,5050082271,366392714,63,32577684,3,secondary,106.6682491,10.7624043,0:00,8,25.5,93,29.9,0.4,51,31,rain
758,2856,8/3/2020,0,D,366392714,5050082265,49,32577684,3,secondary,106.6683762,10.7618452,0:00,8,25.5,93,29.9,0.4,51,31,rain
760,2857,8/3/2020,0,C,5050082265,3150110709,38,32577684,3,secondary,106.6684746,10.7614123,0:00,8,25.5,93,29.9,0.4,51,31,rain
762,2858,8/3/2020,0,C,3150110709,366439630,32,32577684,3,secondary,106.6685521,10.7610716,0:00,8,25.5,93,29.9,0.4,51,31,rain
764,2859,8/3/2020,0,D,366439630,5050082316,35,32577684,3,secondary,106.6686167,10.7607876,0:00,8,25.5,93,29.9,0.4,51,31,rain
766,2860,8/3/2020,0,D,5050082316,2934006860,54,32577684,3,secondary,106.6686881,10.7604734,0:00,8,25.5,93,29.9,0.4,51,31,rain
768,2861,8/3/2020,0,C,1349033432,2498079025,86,32577686,4,tertiary,106.6588525,10.7807392,0:00,8,25.5,93,29.9,0.4,51,31,rain
770,2862,8/3/2020,0,D,2498079025,5772557724,18,32577686,4,tertiary,106.6594324,10.7802103,0:00,8,25.5,93,29.9,0.4,51,31,rain
773,2863,8/3/2020,0,C,5772557724,5772557748,32,32577686,4,tertiary,106.6595558,10.7801023,0:00,8,25.5,93,29.9,0.4,51,31,rain
775,2864,8/3/2020,0,D,5772557748,2498079023,81,32577686,4,tertiary,106.6597785,10.7799074,0:00,8,25.5,93,29.9,0.4,51,31,rain
777,2865,8/3/2020,0,D,2498079023,1552973905,99,32577686,4,tertiary,106.6603331,10.779422,0:00,8,25.5,93,29.9,0.4,51,31,rain
779,2866,8/3/2020,0,E,1552973905,5772606547,62,32577686,4,tertiary,106.6609856,10.7788021,0:00,8,25.5,93,29.9,0.4,51,31,rain
781,2867,8/3/2020,0,C,5772606547,366388518,39,32577686,4,tertiary,106.6613981,10.7784102,0:00,8,25.5,93,29.9,0.4,51,31,rain
783,2868,8/3/2020,0,E,366388518,2233616175,145,32577686,4,tertiary,106.6616599,10.7781615,0:00,8,25.5,93,29.9,0.4,51,31,rain
785,2869,8/3/2020,0,E,2233616175,2498079017,117,32577686,4,tertiary,106.6626272,10.7772563,0:00,8,25.5,93,29.9,0.4,51,31,rain
787,2870,8/3/2020,0,E,2498079017,5772606969,22,32577686,4,tertiary,106.6634078,10.7765298,0:00,8,25.5,93,29.9,0.4,51,31,rain
789,2871,8/3/2020,0,D,728690562,366389762,40,32577688,2,primary,106.707195,10.7924505,0:00,8,25.5,93,29.9,0.4,51,31,rain
